profondeur,type_roche,ph,conductivite,distance_faille,humidite,teneur_or
102.13,Schiste,5.98,135.78,922.4,12.4,0.0
330.04,Basalte,6.41,20.28,496.46,18.2,0.0
82.76,Calcaire,6.94,143.75,733.61,33.91,0.0
281.61,Schiste,6.18,230.06,971.1,23.78,0.0
268.3,Calcaire,8.05,107.0,690.41,33.47,0.34
369.77,Granit,4.68,52.8,102.44,26.67,9.86
37.0,Basalte,6.44,361.69,244.56,26.74,13.45
445.06,Gabbro,6.22,448.36,595.1,22.76,12.96
354.47,Schiste,7.41,469.02,275.56,9.27,15.02
115.9,Granit,8.85,312.82,957.54,20.59,0.0
99.87,Calcaire,6.8,35.86,405.35,12.58,0.0
221.51,Calcaire,8.94,373.02,457.23,34.96,12.87
410.61,Granit,5.86,63.95,701.6,13.01,0.0
423.05,Schiste,4.64,338.18,524.25,11.92,7.91
265.02,Gabbro,5.25,391.89,382.15,23.72,14.75
431.8,Schiste,6.28,365.67,76.64,20.33,18.88
12.67,Basalte,5.92,476.42,596.45,5.64,5.35
27.24,Schiste,4.94,371.69,867.58,8.89,0.0
456.79,Basalte,6.45,349.67,685.76,29.33,8.75
389.91,Calcaire,6.02,138.25,381.5,19.51,6.04
230.85,Basalte,5.05,463.14,127.73,9.38,17.65
379.27,Gabbro,5.83,97.98,816.34,18.96,0.0
478.26,Granit,8.49,453.4,941.75,12.59,2.65
388.32,Basalte,5.86,163.2,388.27,11.71,4.65
422.76,Schiste,7.71,73.78,728.64,33.73,0.0
382.7,Basalte,7.25,415.07,410.76,15.86,12.82
92.42,Calcaire,6.42,11.22,502.27,6.39,0.0
418.45,Basalte,5.58,417.72,836.48,34.11,8.35
105.6,Gabbro,6.16,138.53,83.42,28.85,12.38
447.38,Basalte,7.16,443.51,530.34,12.63,10.81
234.74,Gabbro,6.08,348.82,214.62,17.27,15.13
341.72,Schiste,5.47,336.43,339.81,30.87,13.72
253.65,Calcaire,5.02,189.01,644.43,15.72,0.66
56.06,Granit,8.46,39.11,27.23,22.02,5.56
152.45,Schiste,6.48,416.74,593.83,21.05,7.1
492.03,Schiste,7.31,93.74,283.44,17.04,6.07
480.75,Granit,6.71,192.41,669.48,24.19,2.91
167.04,Basalte,8.43,304.17,141.58,19.2,13.26
498.19,Basalte,6.96,246.3,735.81,5.64,0.68
424.32,Basalte,6.66,107.34,645.64,29.43,1.72
309.37,Calcaire,8.66,78.9,971.24,8.39,0.0
29.66,Schiste,7.74,70.39,911.24,18.92,0.0
451.71,Gabbro,5.0,432.87,283.3,22.4,18.91
283.14,Granit,5.3,25.46,27.32,26.17,8.83
435.55,Schiste,8.04,488.74,655.37,17.32,10.5
418.87,Basalte,8.26,107.28,602.89,27.07,2.42
418.17,Granit,6.95,64.06,27.43,8.94,8.36
352.11,Gabbro,7.0,292.72,122.68,24.6,17.22
152.79,Schiste,7.34,49.19,584.7,29.79,0.0
174.72,Schiste,6.48,305.2,911.83,31.68,0.46
161.15,Calcaire,7.56,426.81,906.5,22.39,2.99
19.82,Schiste,4.99,33.47,151.49,14.39,2.17
295.46,Schiste,8.83,401.94,384.57,9.9,10.15
352.43,Gabbro,7.88,203.29,43.2,15.37,14.22
428.39,Gabbro,7.34,88.15,469.27,21.2,3.86
78.68,Granit,5.92,96.29,753.08,10.89,0.0
276.65,Basalte,5.22,460.19,789.97,33.58,8.86
13.92,Gabbro,6.34,64.2,498.99,31.91,1.56
56.6,Granit,7.48,434.72,95.87,5.99,13.73
36.56,Schiste,7.35,276.68,381.36,21.86,6.05
365.48,Granit,6.22,29.14,932.1,28.68,0.0
49.72,Granit,7.26,237.59,229.61,12.36,5.98
361.06,Granit,8.16,410.55,319.75,20.72,14.31
132.32,Granit,4.62,365.84,746.83,17.18,1.85
440.08,Gabbro,6.53,249.5,733.58,10.9,1.89
408.44,Basalte,7.91,431.42,912.2,23.44,4.89
479.34,Granit,6.96,68.98,388.12,34.81,7.14
443.04,Calcaire,7.43,455.87,514.6,15.96,13.46
467.33,Schiste,6.83,424.76,467.39,21.57,13.27
430.78,Schiste,8.96,357.06,927.75,14.84,0.4
349.76,Schiste,4.75,410.76,769.33,31.31,8.1
93.43,Schiste,6.71,276.47,831.44,30.94,0.42
143.14,Schiste,4.91,340.83,133.1,10.36,12.24
114.24,Granit,5.22,284.69,791.85,32.0,0.58
305.76,Basalte,6.22,184.16,432.98,9.55,3.67
256.77,Calcaire,5.2,288.74,23.34,7.86,14.8
434.87,Gabbro,8.84,136.16,60.09,24.59,14.73
476.81,Calcaire,8.76,225.74,677.91,16.58,3.09
208.38,Gabbro,6.01,147.58,372.01,20.92,6.28
258.11,Gabbro,7.38,70.22,868.12,24.58,0.0
486.04,Calcaire,6.9,167.71,734.27,6.59,0.0
145.36,Granit,8.17,427.47,21.68,13.79,17.53
398.27,Schiste,7.32,196.73,686.89,18.83,1.47
120.37,Granit,4.5,376.52,192.35,13.0,11.77
343.92,Schiste,7.93,95.85,422.58,6.47,0.59
134.27,Basalte,7.86,217.97,624.74,7.6,0.0
443.03,Gabbro,6.79,66.28,872.72,29.05,0.0
285.12,Calcaire,8.56,77.92,456.1,32.34,4.38
101.11,Basalte,8.59,312.54,808.49,9.57,0.0
119.94,Schiste,6.86,307.67,782.97,12.48,0.0
251.99,Granit,7.24,114.55,414.54,24.57,3.27
481.18,Calcaire,8.98,242.47,500.98,33.63,10.6
387.12,Gabbro,5.84,433.02,700.49,13.99,8.68
249.27,Basalte,5.96,95.36,31.15,30.66,13.03
175.48,Gabbro,5.32,19.41,890.81,20.18,0.0
279.14,Schiste,8.53,329.48,769.82,33.7,5.31
376.7,Gabbro,7.85,36.21,249.42,9.09,4.47
394.13,Granit,4.98,490.17,981.18,34.21,6.84
169.06,Basalte,8.92,308.71,179.39,18.23,12.84
363.37,Basalte,7.79,240.49,914.09,33.59,1.24
332.32,Granit,8.33,220.7,324.47,18.76,7.47
479.97,Gabbro,4.72,290.8,763.15,20.9,5.22
466.23,Granit,6.77,54.41,456.38,29.14,3.31
396.8,Calcaire,7.64,465.71,736.47,26.68,10.09
364.46,Granit,6.94,316.56,155.78,23.59,15.47
144.28,Gabbro,7.5,100.15,269.51,17.51,5.08
424.52,Granit,8.18,285.66,99.86,28.77,17.41
219.48,Schiste,6.18,75.3,865.14,33.45,0.0
143.4,Granit,8.32,18.6,296.29,5.29,0.0
198.24,Granit,5.23,318.95,694.48,22.64,3.08
419.61,Gabbro,5.72,327.76,820.22,30.98,6.97
82.83,Calcaire,4.7,296.01,901.42,24.59,0.0
233.52,Calcaire,6.14,99.91,106.3,29.02,11.4
251.26,Gabbro,6.21,305.68,893.01,31.85,2.89
27.95,Gabbro,8.12,37.69,197.25,27.53,4.98
105.92,Gabbro,7.44,308.53,736.9,26.51,3.43
415.1,Schiste,6.47,281.47,728.85,33.94,6.38
417.08,Basalte,7.43,331.07,8.5,30.91,21.59
153.28,Granit,4.74,448.78,220.62,29.46,17.35
438.7,Gabbro,5.31,426.68,491.91,7.59,11.66
388.17,Gabbro,7.32,490.52,420.03,12.17,14.97
214.77,Gabbro,7.39,488.36,918.57,21.7,5.06
376.72,Calcaire,7.98,388.44,359.74,26.29,15.38
481.05,Gabbro,6.31,478.65,936.98,14.1,5.84
234.9,Granit,7.75,434.97,459.43,7.8,8.2
126.83,Gabbro,7.58,366.52,964.35,14.33,0.0
471.49,Granit,8.84,46.94,737.35,28.13,0.0
305.83,Schiste,5.47,34.03,829.33,31.32,0.0
61.58,Basalte,6.98,420.42,104.88,32.39,19.65
290.61,Calcaire,7.21,249.93,586.14,16.37,4.27
255.28,Granit,8.99,409.16,142.7,16.18,15.8
429.24,Schiste,5.41,163.33,297.62,17.2,8.06
270.04,Basalte,6.85,204.85,623.57,16.27,1.73
135.06,Basalte,6.06,353.09,726.23,24.99,3.8
341.07,Basalte,6.87,458.51,39.18,15.75,20.99
275.86,Granit,5.54,53.0,530.94,5.61,0.0
124.19,Schiste,4.71,432.12,565.31,18.17,8.09
291.08,Gabbro,7.08,398.58,78.83,11.72,18.38
412.55,Schiste,6.01,164.61,500.69,5.86,1.5
24.0,Schiste,5.32,184.06,713.84,19.13,0.0
319.12,Schiste,5.96,32.77,53.23,11.18,6.61
181.3,Granit,4.72,17.71,760.27,18.58,0.0
153.41,Granit,8.78,243.73,576.43,13.33,0.25
202.37,Granit,7.12,56.81,833.23,23.11,0.0
177.59,Schiste,8.17,105.06,218.06,34.73,8.12
417.8,Granit,6.4,424.92,833.27,21.42,4.78
144.65,Basalte,8.56,289.8,94.56,24.41,14.21
369.24,Granit,6.67,320.48,403.83,32.58,12.75
56.09,Calcaire,7.08,101.86,199.48,16.22,4.5
476.18,Granit,6.71,416.04,876.02,10.0,2.74
314.94,Granit,7.8,435.31,704.92,13.48,5.65
356.29,Granit,7.05,266.43,25.36,17.08,14.68
156.04,Granit,5.72,457.15,9.52,24.35,20.76
211.93,Calcaire,5.15,423.97,291.25,5.14,12.28
119.65,Gabbro,7.23,368.35,143.28,30.6,18.42
466.94,Granit,6.7,369.7,630.3,7.28,5.05
249.17,Basalte,4.93,61.64,663.8,32.02,0.0
318.92,Calcaire,6.28,142.71,941.95,33.48,0.0
369.79,Gabbro,6.82,42.76,952.04,34.7,0.0
191.84,Granit,8.22,14.25,658.9,29.29,0.0
362.85,Gabbro,4.84,87.57,5.68,9.26,10.52
341.24,Basalte,6.07,441.44,359.0,26.19,16.81
355.77,Calcaire,8.2,127.54,513.14,11.1,1.09
249.72,Calcaire,7.42,485.38,499.18,31.91,15.38
197.64,Gabbro,5.8,302.67,603.34,14.5,4.68
118.82,Granit,8.3,126.26,960.55,14.8,0.0
414.07,Schiste,6.72,253.59,885.19,32.53,2.01
308.09,Calcaire,6.74,117.36,108.91,5.4,7.29
227.73,Schiste,8.89,492.15,265.98,10.82,15.01
472.56,Calcaire,8.76,425.16,833.11,17.66,6.05
33.44,Granit,6.11,22.86,824.31,26.02,0.0
426.58,Granit,5.13,474.41,275.37,24.43,18.69
498.82,Calcaire,5.97,363.32,730.59,25.08,8.76
444.6,Gabbro,4.64,50.37,672.04,31.4,1.7
407.11,Granit,4.59,338.61,473.52,8.63,6.95
193.41,Granit,6.28,326.99,201.45,20.66,12.3
123.34,Basalte,8.73,117.21,888.64,26.76,0.0
370.08,Granit,8.42,381.64,677.85,24.08,7.32
159.24,Basalte,6.8,52.66,168.99,18.45,4.83
96.26,Granit,7.04,249.83,704.8,5.51,0.0
395.4,Granit,4.53,14.86,741.43,6.81,0.0
163.15,Gabbro,5.47,484.68,886.88,8.57,2.53
458.08,Gabbro,4.61,378.27,222.84,15.3,17.42
421.91,Granit,7.9,87.84,988.75,8.53,0.0
425.34,Calcaire,5.16,177.42,153.39,17.78,12.03
388.07,Calcaire,8.41,88.68,600.69,10.36,0.0
441.63,Granit,7.39,385.64,657.18,28.37,8.67
404.82,Calcaire,5.53,38.86,418.95,31.14,5.28
305.23,Granit,5.21,421.8,475.04,16.69,10.67
154.95,Gabbro,7.32,471.68,890.91,20.34,4.64
445.22,Schiste,8.55,341.55,645.27,33.6,9.11
421.9,Basalte,7.73,114.35,497.0,21.07,3.93
241.71,Calcaire,6.07,186.44,128.35,34.85,15.07
29.15,Calcaire,7.14,243.85,7.34,9.26,11.73
322.89,Gabbro,5.9,306.27,124.97,30.87,18.93
34.79,Calcaire,9.0,337.64,956.18,19.92,0.0
463.88,Granit,7.87,281.57,764.09,5.68,0.0
481.2,Granit,7.26,182.14,967.12,34.17,0.0
102.85,Schiste,6.4,446.55,35.71,33.95,21.98
341.43,Schiste,7.28,49.88,680.22,16.5,0.0
55.21,Schiste,6.04,238.47,44.29,33.62,14.97
367.46,Granit,4.63,390.03,782.06,9.23,1.95
180.17,Schiste,6.28,39.83,380.95,25.4,1.78
343.71,Schiste,8.69,355.61,95.77,10.76,14.96
192.71,Granit,7.32,411.66,568.05,12.4,6.27
81.33,Gabbro,4.88,333.81,280.12,28.38,13.37
208.99,Calcaire,8.48,16.34,659.57,16.32,0.0
65.21,Basalte,5.71,98.27,658.17,5.21,0.0
292.67,Granit,5.6,177.64,705.01,17.43,0.0
30.07,Granit,5.84,124.51,992.47,11.84,0.0
268.39,Basalte,7.1,481.7,386.7,25.5,16.4
444.32,Basalte,6.95,329.28,465.32,10.83,8.79
420.56,Schiste,6.71,155.52,804.61,30.27,0.01
442.56,Basalte,7.73,465.55,578.37,13.01,10.86
461.8,Calcaire,5.92,372.89,37.26,16.79,20.82
61.22,Calcaire,8.02,149.46,843.08,13.94,0.0
73.09,Calcaire,5.29,195.65,51.5,24.32,12.35
282.93,Calcaire,8.02,107.72,170.82,8.03,5.93
448.05,Calcaire,7.49,485.83,102.08,19.34,23.39
487.43,Schiste,7.57,263.48,77.93,15.03,15.63
32.67,Granit,6.67,449.07,25.68,31.52,20.17
184.33,Basalte,7.5,179.78,55.03,7.2,9.4
114.32,Granit,4.86,431.81,442.44,29.89,12.16
380.42,Basalte,8.33,36.4,252.85,10.03,3.65
323.69,Schiste,4.75,491.22,126.54,7.66,18.53
68.75,Schiste,5.17,456.9,658.71,11.07,4.86
246.93,Gabbro,7.1,187.97,226.11,8.08,8.15
345.87,Gabbro,7.83,389.61,18.95,20.63,21.49
391.71,Schiste,4.84,378.61,418.42,34.65,15.44
19.83,Schiste,8.64,451.61,310.43,6.03,9.64
446.33,Basalte,8.88,160.55,318.6,18.83,8.34
288.95,Schiste,7.23,238.1,445.27,16.58,5.64
407.84,Granit,6.67,433.85,668.91,15.19,7.05
405.89,Basalte,7.84,391.5,616.48,14.96,7.81
103.03,Schiste,5.98,202.8,937.26,31.85,0.0
63.98,Basalte,6.72,424.41,517.72,5.57,5.8
363.43,Basalte,8.62,33.01,472.57,28.25,2.39
86.65,Calcaire,8.8,393.2,213.41,12.59,12.94
426.47,Gabbro,8.67,111.32,755.38,16.5,0.0
365.83,Basalte,5.68,150.2,140.78,17.6,10.38
422.49,Basalte,5.55,251.68,491.13,14.14,6.83
156.52,Calcaire,5.84,230.37,421.32,7.81,4.06
165.13,Schiste,6.49,265.08,658.3,8.43,0.0
338.9,Basalte,5.91,276.94,917.62,13.94,0.0
25.41,Calcaire,6.18,172.45,946.6,29.65,0.0
365.98,Granit,7.29,95.86,167.8,9.04,6.03
419.53,Calcaire,7.93,386.56,261.82,27.28,18.03
213.43,Gabbro,7.81,205.99,811.64,13.67,0.0
384.79,Gabbro,8.16,257.86,518.28,31.5,10.17
95.56,Schiste,4.64,325.9,453.03,17.85,6.42
167.91,Schiste,4.71,455.72,710.63,10.15,4.91
487.41,Gabbro,8.05,356.7,601.92,34.58,12.72
493.3,Gabbro,6.9,32.28,970.71,10.3,0.0
261.18,Basalte,7.1,420.89,583.97,22.03,9.99
467.79,Gabbro,4.74,494.78,465.97,22.08,17.56
266.14,Schiste,5.65,241.52,542.82,16.18,3.37
152.88,Gabbro,7.37,485.1,808.54,33.54,8.89
140.78,Schiste,8.37,278.19,612.68,30.32,4.81
465.46,Granit,8.63,235.21,647.05,29.89,5.0
94.5,Gabbro,6.75,172.39,971.44,34.22,0.0
294.02,Schiste,6.95,332.2,618.4,18.71,5.46
282.21,Calcaire,8.25,122.61,380.29,7.92,2.5
372.41,Basalte,6.92,61.42,691.33,27.96,0.0
254.63,Schiste,6.83,23.35,659.46,16.42,0.0
143.42,Gabbro,8.57,153.27,13.85,10.71,10.29
93.0,Gabbro,8.05,203.93,467.33,19.5,4.14
314.2,Granit,8.59,280.52,742.9,32.77,4.14
362.31,Calcaire,5.48,153.45,499.04,10.14,2.82
289.07,Schiste,6.86,492.19,779.62,30.46,8.95
371.79,Calcaire,8.29,152.96,450.88,17.55,4.29
79.35,Granit,5.0,226.08,983.32,9.1,0.0
442.41,Basalte,8.08,60.61,292.89,30.45,7.67
295.37,Calcaire,5.32,137.71,92.12,34.09,14.16
72.15,Granit,8.14,33.68,430.01,13.74,0.0
236.34,Schiste,7.25,284.16,541.71,14.11,4.36
423.95,Basalte,5.37,378.02,349.09,16.72,13.82
449.81,Gabbro,6.63,105.9,242.28,29.42,11.74
139.68,Granit,7.57,190.28,672.06,5.31,0.0
358.52,Gabbro,7.35,18.14,377.13,11.72,1.0
58.99,Basalte,6.42,421.37,631.37,26.18,7.15
26.44,Granit,8.55,392.18,779.07,17.17,0.25
284.6,Granit,6.84,40.99,761.0,14.91,0.0
350.47,Basalte,6.78,188.79,375.31,31.17,9.37
399.94,Schiste,4.78,478.09,567.9,32.52,14.55
176.71,Granit,8.65,202.09,449.66,33.44,5.6
13.2,Basalte,5.3,267.84,870.81,13.18,0.0
244.96,Calcaire,6.88,184.07,878.76,32.38,0.0
17.77,Gabbro,8.12,302.1,343.74,27.11,10.57
55.07,Granit,5.47,489.3,91.74,9.63,15.71
170.08,Calcaire,6.87,498.78,167.58,23.31,19.95
224.21,Granit,5.58,389.61,367.0,5.79,8.5
146.94,Schiste,7.92,208.11,564.25,26.25,2.62
295.11,Basalte,7.04,252.27,656.79,27.01,4.26
37.12,Granit,8.35,184.8,331.37,28.68,5.09
80.84,Basalte,8.53,492.93,667.5,10.18,6.18
350.68,Granit,7.42,356.8,937.74,23.85,1.08
79.65,Schiste,7.76,229.98,652.01,10.37,0.0
323.49,Schiste,6.97,15.94,158.57,33.4,8.61
36.8,Calcaire,6.23,265.04,579.67,25.25,3.92
209.62,Schiste,7.42,492.12,541.9,7.86,9.01
96.93,Basalte,8.59,266.3,870.7,10.61,0.0
63.72,Schiste,6.38,99.39,350.3,24.9,2.83
287.85,Granit,5.91,20.83,422.95,19.3,0.0
464.88,Schiste,6.25,183.8,598.66,27.09,4.29
36.85,Basalte,6.46,459.93,524.43,13.42,7.53
216.56,Granit,4.83,498.31,719.02,24.74,8.58
356.69,Calcaire,6.74,473.23,40.39,10.31,21.39
236.72,Calcaire,6.72,367.42,563.52,21.31,8.59
405.18,Calcaire,7.15,283.49,121.67,33.73,18.65
98.03,Granit,6.13,299.44,315.21,23.85,8.82
480.2,Calcaire,7.26,274.11,661.63,6.5,3.06
198.73,Schiste,8.45,356.45,157.41,34.66,17.8
177.37,Granit,8.8,215.25,308.84,9.71,4.66
438.56,Granit,7.13,337.91,703.01,26.54,6.68
286.29,Granit,4.69,69.59,650.81,20.98,0.0
263.06,Gabbro,8.86,140.19,91.04,13.83,10.13
366.22,Basalte,7.68,419.64,577.27,10.32,8.21
294.12,Gabbro,6.01,452.84,147.25,10.33,18.03
89.63,Gabbro,5.16,274.11,252.27,30.75,13.21
340.36,Gabbro,5.15,25.5,459.21,31.19,3.87
75.4,Basalte,5.25,464.22,109.35,18.95,18.17
404.87,Gabbro,4.71,354.01,993.65,8.11,0.0
494.97,Calcaire,8.56,212.87,165.37,31.52,15.93
194.92,Granit,6.93,303.21,781.31,19.61,0.0
227.93,Granit,7.65,220.59,829.84,18.16,0.0
32.75,Schiste,8.23,238.02,994.46,17.22,0.0
16.73,Calcaire,8.06,444.54,428.65,15.95,10.32
461.5,Basalte,8.47,88.93,874.09,20.78,0.0
73.03,Granit,8.85,60.8,957.54,23.14,0.0
228.43,Gabbro,6.48,11.34,172.89,18.99,5.59
409.52,Schiste,8.78,163.86,479.44,31.9,7.1
445.77,Schiste,7.75,82.23,60.01,14.53,10.09
264.5,Granit,4.82,117.79,620.72,22.35,0.0
286.87,Calcaire,7.57,15.51,581.41,14.0,0.0
338.15,Schiste,7.59,121.33,204.13,27.6,9.24
481.08,Granit,8.58,173.03,797.9,8.06,0.0
305.31,Calcaire,6.18,25.47,37.27,10.66,7.28
284.14,Granit,7.13,307.87,806.23,29.04,1.87
17.12,Granit,4.55,288.71,26.65,10.5,11.41
49.67,Calcaire,5.99,57.55,656.83,23.77,0.0
292.81,Calcaire,4.78,301.55,78.77,34.11,19.51
468.76,Calcaire,6.85,499.34,251.23,20.69,20.93
434.68,Granit,8.18,472.79,721.91,10.62,6.7
491.46,Schiste,5.43,11.31,280.4,14.62,4.29
268.64,Basalte,6.87,399.74,511.17,29.7,11.96
396.09,Basalte,5.42,183.27,915.25,15.55,0.0
421.8,Granit,5.04,41.19,49.63,26.71,10.23
327.54,Granit,6.8,155.03,811.08,28.32,0.0
175.99,Schiste,4.86,167.65,65.27,20.04,10.89
240.29,Calcaire,7.14,266.39,126.79,28.5,15.98
430.38,Granit,4.64,333.93,119.32,14.51,15.55
156.29,Gabbro,4.98,377.04,994.1,20.48,0.22
462.63,Calcaire,6.97,130.49,180.19,25.6,12.57
122.61,Granit,7.16,167.67,896.76,10.04,0.0
377.26,Gabbro,4.63,161.11,990.93,13.21,0.0
318.97,Schiste,7.08,187.74,383.78,24.56,7.21
377.3,Gabbro,8.27,499.83,631.05,24.66,13.66
224.3,Granit,7.75,391.19,779.09,19.8,2.84
466.99,Basalte,5.09,487.75,392.65,28.87,18.77
319.91,Granit,7.17,349.62,161.81,19.46,14.73
151.26,Basalte,7.53,209.07,433.76,31.44,6.51
322.84,Schiste,4.67,200.97,771.89,27.08,0.46
150.54,Schiste,8.35,249.4,780.76,14.44,0.0
153.88,Calcaire,8.58,214.27,230.54,16.86,9.1
205.8,Calcaire,8.33,415.88,174.97,25.03,17.58
427.69,Basalte,8.21,237.85,920.56,31.83,1.21
255.15,Basalte,7.85,154.85,44.0,10.36,10.3
342.66,Schiste,7.35,389.68,734.74,20.44,5.77
202.06,Gabbro,7.55,428.67,46.42,8.56,18.56
139.17,Basalte,8.13,216.01,837.9,13.38,0.0
477.77,Basalte,7.48,337.23,905.41,25.58,3.94
305.75,Gabbro,5.97,38.81,297.42,7.33,2.43
467.64,Calcaire,6.19,269.44,73.94,24.87,18.51
109.67,Calcaire,8.54,32.04,480.68,32.02,0.8
81.98,Basalte,4.58,24.3,298.46,34.08,3.84
429.35,Calcaire,7.64,310.33,417.14,11.5,9.73
343.65,Calcaire,8.8,158.63,664.99,27.47,1.89
101.42,Calcaire,7.68,373.84,209.83,32.79,16.36
141.99,Schiste,8.97,449.08,356.95,7.74,9.83
402.33,Granit,7.59,78.3,782.56,17.42,0.0
232.4,Basalte,4.65,365.02,643.76,32.58,8.77
338.56,Basalte,8.22,262.11,326.28,11.08,8.45
165.99,Schiste,5.78,64.94,664.3,33.01,0.0
196.8,Granit,6.51,329.28,765.31,20.82,1.81
495.45,Granit,5.9,308.64,592.49,8.0,4.58
131.33,Schiste,5.71,262.66,239.5,18.5,9.05
258.16,Gabbro,6.44,463.97,0.25,14.79,21.87
423.76,Gabbro,6.2,265.33,802.85,13.47,1.19
127.22,Granit,7.35,495.35,822.63,21.24,4.45
213.45,Gabbro,8.16,259.52,697.6,19.51,1.99
311.39,Gabbro,5.84,66.77,76.58,19.46,10.57
245.78,Gabbro,5.46,240.53,585.22,7.64,1.85
235.16,Granit,7.5,99.34,821.02,29.07,0.0
187.63,Gabbro,7.52,302.6,389.67,19.44,9.94
297.46,Basalte,8.56,349.63,198.0,29.63,16.41
315.94,Granit,4.57,239.53,587.63,29.74,5.35
330.11,Schiste,8.34,57.87,826.31,14.51,0.0
44.48,Gabbro,6.84,239.63,48.87,5.13,10.26
319.21,Calcaire,7.3,49.91,596.95,32.34,1.59
477.09,Granit,4.91,344.24,643.17,27.82,8.71
275.08,Schiste,6.45,397.28,602.37,8.22,4.95
360.48,Basalte,5.52,481.57,650.03,26.05,11.71
282.8,Schiste,5.64,82.91,631.38,5.6,0.0
428.82,Gabbro,6.77,270.89,130.4,5.83,13.77
465.5,Calcaire,8.16,288.09,234.94,20.77,14.82
100.27,Gabbro,7.85,462.01,618.99,7.88,6.96
224.06,Schiste,7.16,317.37,17.69,33.93,19.45
202.27,Granit,6.93,81.3,634.74,31.81,0.0
208.56,Calcaire,6.42,223.81,665.39,24.49,2.51
71.51,Calcaire,8.88,330.83,239.17,6.91,8.74
408.67,Schiste,7.02,353.14,598.13,14.75,6.27
27.53,Gabbro,5.64,432.91,534.09,16.15,8.96
268.83,Schiste,5.54,98.45,260.69,19.43,5.1
334.32,Calcaire,7.25,476.26,462.97,10.07,12.41
111.66,Schiste,6.85,38.98,909.62,22.33,0.0
453.87,Calcaire,4.53,492.04,426.6,18.07,16.46
420.89,Gabbro,8.24,430.31,629.84,33.42,13.25
240.83,Granit,7.67,333.53,35.35,33.09,18.46
211.46,Granit,7.48,370.15,77.8,21.96,16.41
125.92,Schiste,4.81,45.62,81.31,24.33,7.31
367.7,Calcaire,6.13,30.33,778.24,9.13,0.0
74.55,Granit,8.71,59.87,350.26,11.7,0.0
343.32,Calcaire,8.38,52.81,227.61,32.02,8.58
422.8,Gabbro,5.78,278.22,747.32,25.97,5.34
121.95,Schiste,5.21,115.57,169.96,10.68,4.86
434.55,Calcaire,6.52,431.5,246.49,22.11,19.42
26.33,Schiste,6.1,228.42,430.93,33.04,6.07
457.27,Calcaire,7.57,350.8,331.44,15.36,13.29
68.0,Calcaire,8.85,329.91,585.39,10.57,3.23
326.42,Gabbro,6.13,166.73,337.84,33.26,10.55
132.54,Schiste,4.78,129.15,392.95,18.84,1.96
419.91,Basalte,8.54,177.8,862.89,17.52,0.0
261.03,Calcaire,4.67,400.36,884.53,13.03,1.75
76.27,Calcaire,8.79,297.28,827.71,31.75,0.97
289.79,Granit,7.49,134.23,864.83,30.37,0.0
209.86,Schiste,8.74,410.74,569.73,17.09,7.49
334.11,Basalte,5.4,36.83,646.23,5.92,0.0
442.13,Gabbro,4.68,352.6,557.17,18.4,10.25
210.6,Basalte,6.7,225.16,785.59,10.43,0.0
152.04,Gabbro,6.53,368.33,551.0,9.28,6.26
17.11,Basalte,5.99,464.46,111.08,16.79,16.69
291.67,Basalte,8.81,377.52,809.58,7.97,1.11
207.11,Schiste,8.2,226.56,760.59,33.72,0.97
193.58,Granit,7.48,83.98,820.3,6.43,0.0
99.64,Basalte,5.23,405.11,190.43,17.04,14.09
220.73,Calcaire,7.8,235.75,271.62,9.88,7.45
492.38,Calcaire,7.77,46.9,295.75,25.66,7.73
155.9,Calcaire,6.41,362.34,508.08,7.36,5.84
303.86,Granit,8.66,153.01,133.88,21.4,9.74
390.48,Basalte,5.25,33.96,385.38,28.19,4.46
377.09,Gabbro,5.7,452.35,182.16,33.5,22.67
171.1,Gabbro,4.78,246.72,264.76,25.96,11.81
309.32,Schiste,8.08,147.67,706.39,7.98,0.0
436.92,Granit,7.3,361.03,854.81,7.66,0.3
17.57,Basalte,5.92,444.09,22.91,26.95,20.28
223.51,Calcaire,5.24,10.15,565.9,11.46,0.0
119.89,Granit,4.68,347.05,36.06,18.42,15.86
200.43,Granit,5.25,385.84,85.25,34.3,19.83
213.83,Basalte,6.54,112.86,705.08,29.6,0.0
375.87,Schiste,5.61,249.92,735.61,30.4,3.62
55.97,Schiste,5.67,53.75,813.98,30.82,0.0
261.17,Schiste,8.44,375.91,474.24,23.59,9.9
286.46,Calcaire,6.82,425.25,859.81,27.32,5.88
252.14,Calcaire,7.78,63.01,166.84,15.77,6.74
368.62,Basalte,4.66,410.07,249.72,34.95,20.11
198.06,Schiste,6.14,388.07,134.5,13.39,14.87
473.03,Basalte,6.66,179.99,797.54,22.7,0.31
246.08,Schiste,5.34,348.24,228.68,13.46,12.72
289.89,Granit,5.04,10.02,155.51,8.36,2.37
414.51,Gabbro,8.42,466.58,623.11,22.03,12.24
144.87,Gabbro,8.73,279.69,77.08,15.6,14.22
46.85,Schiste,4.85,313.97,44.9,22.5,14.97
356.81,Basalte,6.07,335.68,106.72,21.76,17.74
246.68,Calcaire,8.81,285.07,0.24,21.27,16.88
449.29,Schiste,4.87,429.81,696.99,8.7,6.15
491.51,Schiste,7.4,308.75,562.24,18.21,7.94
205.56,Calcaire,8.87,454.8,209.88,29.36,19.23
213.57,Schiste,8.9,295.34,233.0,14.45,9.84
209.9,Granit,6.62,93.85,810.97,18.31,0.0
